"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","SH%","SHOTS/GP","TG","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"OHL","Cole Schwindt","44740/cole-schwindt","F","2018","DY-1","66","0.1667","0.0303","0.1970","6","5","5","11","2","0","0","2","70","8.57","5","40.00","77","10.39","1.17","8","18","0.2727","84.62","61.54","","","","","","","2001-04-25","17.39","17.68","MISS","-","-","2019","FLA (2019) - #81","FLA","FLA","pick224.com/images/44740_cole-schwindt2018.png"
"QMJHL","Liam Stevens","41472/liam-stevens","F","2018","DY+1","61","0.1803","0.0164","0.1967","9","2","4","11","1","0","1","1","83","10.84","6","16.67","90","11.11","1.48","10","17","0.2787","91.67","83.33","","","","","","","1999-04-23","19.39","19.69","CHI","5'09","L","2017","","","","pick224.com/images/41472_liam-stevens2018.png"
"OHL","Kade Landry","41539/kade-landry","D","2018","DY+1","61","0.1639","0.0328","0.1967","3","7","8","10","1","1","5","2","86","3.49","17","5.88","105","3.81","1.72","4","27","0.4426","83.33","33.33","","","","","","","1999-05-03","19.37","19.66","HAM/BAR","5'11","L","2017","","","","pick224.com/images/41539_kade-landry2018.png"
"OHL","Riley McCourt","43627/riley-mccourt","D","2018","DY","56","0.1607","0.0357","0.1964","3","6","5","9","2","0","6","2","49","6.12","10","20.00","59","8.47","1.05","5","22","0.3929","81.82","45.45","","","","","","","2000-06-26","18.22","18.51","HAM/FLNT","6'00","L","2018","","","","pick224.com/images/43627_riley-mccourt2018.png"
"OHL","Emmett Sproule","44604/emmett-sproule","F","2018","DY-1","56","0.1964","0.0000","0.1964","5","6","2","11","0","0","0","0","47","10.64","0","0.00","47","10.64","0.84","5","13","0.2321","100.00","45.45","","","","","","","2001-03-19","17.49","17.78","ER","-","-","2019","","","","pick224.com/images/44604_emmett-sproule2018.png"
"OHL","Anthony Tabak","45295/anthony-tabak","F","2018","DY-2","51","0.1961","0.0000","0.1961","6","4","4","10","0","0","0","0","46","13.04","4","0.00","50","12.00","0.98","6","14","0.2745","100.00","60.00","","","","","","","2001-12-06","16.78","17.07","SBY","6'04","L","2020","","","","pick224.com/images/45295_anthony-tabak2018.png"
"WHL","Gordie Ballhorn","38184/gordie-ballhorn","D","2018","DY+3","72","0.1389","0.0556","0.1944","2","8","13","10","3","1","5","4","","","","","","","0.00","","","","71.43","35.71","","","","","","","1997-09-02","21.04","21.33","KEL","6'01","L","2015","","","",""
"WHL","Ryan Schoettler","42012/ryan-schoettler","D","2018","DY+1","72","0.1250","0.0694","0.1944","6","3","7","9","2","3","0","5","","","","","","","0.00","","","","64.29","57.14","","","","","","","1999-07-25","19.14","19.43","PG","5'11","L","2017","","","",""
"QMJHL","Olivier Crete-Belzile","43934/olivier-crete-belzile","D","2018","DY","67","0.1642","0.0299","0.1941","3","8","1","11","0","2","2","2","50","6.00","4","0.00","54","5.56","0.81","3","16","0.2388","84.62","23.08","","","","","","","2000-09-02","18.04","18.33","SHE","6'02","L","2018","","","","pick224.com/images/43934_olivier-crete-belzile2018.png"
"WHL","Mark Rubinchik","41221/mark-rubinchik","D","2018","DY+1","67","0.1791","0.0149","0.1940","2","10","6","12","1","0","3","1","","","","","","","0.00","","","","92.31","23.08","","","","","","","1999-03-21","19.48","19.78","SAS","6'01","L","2017","","","",""
"OHL","Alec Regula","43830/alec-regula","D","2018","DY","67","0.1940","0.0000","0.1940","7","6","11","13","0","0","0","0","77","9.09","3","0.00","82","8.54","1.22","7","25","0.3731","100.00","53.85","","","","","","","2000-08-06","18.11","18.40","LDN","6'02","R","2018","DET (2018) - #67","DET","CHI","pick224.com/images/43830_alec-regula2018.png"
"QMJHL","Alexis Girard","42543/alexis-girard","D","2018","DY","62","0.1452","0.0484","0.1936","3","6","8","9","2","1","3","3","68","4.41","17","11.76","89","6.74","1.44","6","25","0.4032","75.00","41.67","","","","","","","1999-12-22","18.73","19.03","SNB","6'04","L","2018","","","","pick224.com/images/42543_alexis-girard2018.png"
"QMJHL","Frederic Abraham","43739/frederic-abraham","F","2018","DY","31","0.1613","0.0323","0.1936","1","4","0","5","1","0","0","1","20","5.00","4","25.00","25","8.00","0.81","2","6","0.1935","83.33","33.33","","","","","","","2000-07-15","18.17","18.46","VDO","5'09","L","2018","","","","pick224.com/images/43739_frederic-abraham2018.png"
"WHL","Riley McKay","41124/riley-mckay","F","2018","DY+1","62","0.1613","0.0323","0.1935","4","6","1","10","0","2","0","2","","","","","","","0.00","","","","83.33","33.33","","","","","","","1999-03-07","19.52","19.82","SPO","6'00","L","2017","","","",""
"WHL","Montana Onyebuchi","43019/montana-onyebuchi","D","2018","DY","62","0.1935","0.0000","0.1935","4","8","5","12","0","0","0","0","","","","","","","0.00","","","","100.00","33.33","","","","","","","2000-03-08","18.52","18.81","KAM/EVT","6'02","R","2018","","","",""
"OHL","Carter Robertson","42670/carter-robertson","D","2018","DY","57","0.1579","0.0351","0.1930","5","4","5","9","0","2","2","2","61","8.20","6","0.00","68","7.35","1.19","5","18","0.3158","81.82","45.45","","","","","","","2000-01-15","18.67","18.96","OTT","6'02","L","2018","","","","pick224.com/images/42670_carter-robertson2018.png"
"OHL","Connor Hall","38828/connor-hall","D","2018","DY+2","47","0.1915","0.0000","0.1915","0","9","2","9","0","0","0","0","47","0.00","3","0.00","54","0.00","1.15","0","11","0.2340","100.00","0.00","","","","","","","1998-01-28","20.63","20.93","KIT","6'03","L","2016","PIT (2016) - #77","PIT","","pick224.com/images/38828_connor-hall2018.png"
"QMJHL","Jordan Lepage","41562/jordan-lepage","D","2018","DY+1","47","0.1915","0.0000","0.1915","2","7","1","9","0","0","0","0","49","4.08","1","0.00","52","3.85","1.11","2","10","0.2128","100.00","22.22","","","","","","","1999-05-07","19.36","19.65","RIM/HAL","5'11","R","2017","","","","pick224.com/images/41562_jordan-lepage2018.png"
"WHL","Koby Morrisseau","44097/koby-morrisseau","F","2018","DY-1","47","0.1915","0.0000","0.1915","5","4","2","9","0","0","0","0","","","","","","","0.00","","","","100.00","55.56","","","","","","","2000-10-18","17.91","18.20","REG","6'02","L","2019","","","",""
"OHL","Jesse Saban","36696/jesse-saban","D","2018","DY+3","68","0.1471","0.0441","0.1912","3","7","7","10","0","3","3","3","94","3.19","12","0.00","106","2.83","1.56","3","24","0.3529","76.92","23.08","","","","","","","1997-01-14","21.67","21.96","NB","6'03","L","2015","","","","pick224.com/images/36696_jesse-saban2018.png"
"WHL","Brendan De Jong","39262/brendan-de-jong","D","2018","DY+2","68","0.1324","0.0588","0.1912","5","4","5","9","0","4","4","4","","","","","","","0.00","","","","69.23","38.46","","","","","","","1998-03-23","20.48","20.77","POR","6'05","L","2016","CAR (2017) - #166","CAR","",""
"OHL","Theo Calvas","40120/theo-calvas","D","2018","DY+2","68","0.1912","0.0000","0.1912","3","10","10","13","0","0","0","0","72","4.17","2","0.00","79","3.80","1.16","3","23","0.3382","100.00","23.08","","","","","","","1998-08-06","20.11","20.40","SAR","6'04","R","2016","","","","pick224.com/images/40120_theo-calvas2018.png"
"OHL","Connor Corcoran","43838/connor-corcoran","D","2018","DY","63","0.1429","0.0476","0.1905","3","6","10","9","0","3","2","3","72","4.17","21","0.00","94","3.19","1.49","3","24","0.3810","75.00","25.00","","","","","","","2000-08-07","18.11","18.40","WSR","6'01","R","2018","VGK (2018) - #154","VGK","VGK","pick224.com/images/43838_connor-corcoran2018.png"
"OHL","Kyle Heitzner","41967/kyle-heitzner","F","2018","DY+1","58","0.1724","0.0172","0.1896","5","5","2","10","0","1","0","1","48","10.42","4","0.00","54","9.26","0.93","5","13","0.2241","90.91","45.45","","","","","","","1999-07-17","19.16","19.46","BAR","5'10","L","2017","","","","pick224.com/images/41967_kyle-heitzner2018.png"
"WHL","Jonathan Smart","41713/jonathan-smart","D","2018","DY+1","69","0.0580","0.1304","0.1884","1","3","10","4","3","6","5","9","","","","","","","0.00","","","","30.77","30.77","","","","","","","1999-06-01","19.29","19.58","REG/KTN","6'00","L","2017","","","",""
"OHL","Mitch Eliot","38907/mitch-eliot","D","2018","DY+2","16","0.1875","0.0000","0.1875","2","1","0","3","0","0","0","0","25","8.00","1","0.00","27","7.41","1.69","2","3","0.1875","100.00","66.67","","","","","","","1998-02-06","20.61","20.90","SAR","6'00","R","2016","","","VAN","pick224.com/images/38907_mitch-eliot2018.png"
"WHL","Yegor Zudilov","43956/yegor-zudilov","F","2018","DY","64","0.1875","0.0000","0.1875","7","5","9","12","0","0","2","0","","","","","","","0.00","","","","100.00","58.33","","","","","","","2000-09-10","18.01","18.31","LET","6'02","L","2018","","","",""
"OHL","Cameron Hough","44110/cameron-hough","F","2018","DY-1","16","0.1875","0.0000","0.1875","2","1","0","3","0","0","0","0","16","12.50","0","0.00","16","12.50","1.00","2","3","0.1875","100.00","66.67","","","","","","","2000-10-23","17.89","18.19","SAR","6'01","L","2019","","","","pick224.com/images/44110_cameron-hough2018.png"
"WHL","Ty Gerla","41879/ty-gerla","F","2018","DY+1","59","0.1356","0.0508","0.1864","2","6","3","8","1","2","2","3","","","","","","","0.00","","","","72.73","27.27","","","","","","","1999-07-01","19.21","19.50","EDM","6'01","L","2017","","","",""
"WHL","Jackson Caller","41957/jackson-caller","D","2018","DY+1","70","0.1429","0.0429","0.1857","3","7","5","10","0","3","5","3","","","","","","","0.00","","","","76.92","23.08","","","","","","","1999-07-15","19.17","19.46","SAS","6'02","L","2017","","","",""
"QMJHL","David Henley","37141/david-henley","D","2018","DY+3","54","0.0556","0.1296","0.1852","1","2","3","3","5","2","4","7","69","1.45","25","20.00","96","6.25","1.78","6","20","0.3704","30.00","60.00","","","","","","","1997-03-13","21.51","21.80","VDO","6'03","L","2015","","","","pick224.com/images/37141_david-henley2018.png"
"WHL","Tate Olson","37201/tate-olson","D","2018","DY+3","54","0.1296","0.0556","0.1852","1","6","7","7","1","2","4","3","","","","","","","0.00","","","","70.00","20.00","","","","","","","1997-03-21","21.48","21.78","LET","6'02","L","2015","VAN (2015) - #210","VAN","",""
"WHL","Sahvan Khaira","38642/sahvan-khaira","D","2018","DY+2","65","0.1692","0.0154","0.1846","4","7","9","11","0","1","2","1","","","","","","","0.00","","","","91.67","33.33","","","","","","","1998-01-02","20.70","21.00","SC","6'04","R","2016","","","",""
"QMJHL","Xavier Bouchard","42963/xavier-bouchard","D","2018","DY","65","0.1538","0.0308","0.1846","3","7","4","10","0","2","5","2","54","5.56","25","0.00","83","3.61","1.28","3","21","0.3231","83.33","25.00","","","","","","","2000-02-28","18.55","18.84","BAC","6'03","R","2018","VGK (2018) - #185","VGK","VGK","pick224.com/images/42963_xavier-bouchard2018.png"
"QMJHL","Luke Wilson","44523/luke-wilson","F","2018","DY-1","38","0.1842","0.0000","0.1842","5","2","1","7","0","0","0","0","45","11.11","1","0.00","46","10.87","1.21","5","8","0.2105","100.00","71.43","","","","","","","2001-03-01","17.54","17.83","SNB","6'01","L","2019","","","","pick224.com/images/44523_luke-wilson2018.png"
"WHL","Carter Souch","45246/carter-souch","F","2018","DY-2","38","0.1316","0.0526","0.1842","2","3","2","5","2","0","0","2","","","","","","","0.00","","","","71.43","57.14","","","","","","","2001-10-28","16.88","17.18","EDM","5'08","L","2020","","","",""
"WHL","Kristians Rubins","38558/kristians-rubins","D","2018","DY+2","60","0.1500","0.0333","0.1833","3","6","6","9","2","0","5","2","","","","","","","0.00","","","","81.82","45.45","","","","","","","1997-12-11","20.76","21.06","MH","6'04","L","2016","","","",""
"OHL","Nick King","40742/nick-king","D","2018","DY+1","60","0.0833","0.1000","0.1833","2","3","3","5","1","5","3","6","56","3.57","23","4.35","80","3.75","1.33","3","18","0.3000","45.45","27.27","","","","","","","1999-01-13","19.67","19.97","OS/NB","6'00","L","2017","","","","pick224.com/images/40742_nick-king2018.png"
"QMJHL","Leon Denny","42585/leon-denny","D","2018","DY","60","0.1000","0.0833","0.1833","3","3","3","6","3","2","2","5","44","6.82","26","11.54","70","8.57","1.17","6","16","0.2667","54.55","54.55","","","","","","","2000-01-02","18.70","19.00","SHA","5'08","L","2018","","","","pick224.com/images/42585_leon-denny2018.png"
"QMJHL","Thomas Casey","43231/thomas-casey","F","2018","DY","60","0.1833","0.0000","0.1833","8","3","1","11","0","0","0","0","49","16.33","2","0.00","52","15.38","0.87","8","12","0.2000","100.00","72.73","","","","","","","2000-04-10","18.43","18.73","CHA","5'08","L","2018","","","","pick224.com/images/43231_thomas-casey2018.png"
"OHL","Mason Primeau","45058/mason-primeau","F","2018","DY-1","60","0.1833","0.0000","0.1833","7","4","2","11","0","0","0","0","54","12.96","0","0.00","55","12.73","0.92","7","13","0.2167","100.00","63.64","","","","","","","2001-07-28","17.13","17.43","GUE","6'05","L","2019","VGK (2019) - #141","VGK","VGK","pick224.com/images/45058_mason-primeau2018.png"
"WHL","Oleg Sosunov","39415/oleg-sosunov","D","2018","DY+2","71","0.1549","0.0282","0.1831","6","5","10","11","1","1","1","2","","","","","","","0.00","","","","84.62","53.85","","","","","","","1998-04-13","20.42","20.72","MJ","6'08","L","2016","TBL (2016) - #178","TBL","TBL",""
"QMJHL","Max-Antoine Melancon","44603/max-antoine-melancon","F","2018","DY-1","22","0.1364","0.0455","0.1819","3","0","2","3","0","1","0","1","15","20.00","4","0.00","19","15.79","0.86","3","6","0.2727","75.00","75.00","","","","","","","2001-03-19","17.49","17.78","SHA","6'01","L","2019","","","","pick224.com/images/44603_max-antoine-melancon2018.png"
"OHL","Kirill Kozhevnikov","40833/kirill-kozhevnikov","F","2018","DY+1","33","0.1515","0.0303","0.1818","3","2","1","5","1","0","0","1","30","10.00","1","100.00","31","12.90","0.94","4","7","0.2121","83.33","66.67","","","","","","","1999-01-26","19.64","19.93","WSR","6'01","L","2017","","","","pick224.com/images/40833_kirill-kozhevnikov2018.png"
"WHL","Carson Denomie","42755/carson-denomie","F","2018","DY","66","0.1818","0.0000","0.1818","6","6","6","12","0","0","1","0","","","","","","","0.00","","","","100.00","50.00","","","","","","","2000-01-27","18.63","18.93","KAM","6'01","L","2018","","","",""
"WHL","Cale Zimmerman","44284/cale-zimmerman","F","2018","DY-1","66","0.1212","0.0606","0.1818","4","4","5","8","2","2","1","4","","","","","","","0.00","","","","66.67","50.00","","","","","","","2001-01-08","17.69","17.98","CGY","5'10","L","2019","","","",""
"OHL","Jordan Frasca","44988/jordan-frasca","F","2018","DY-1","11","0.1818","0.0000","0.1818","1","1","0","2","0","0","0","0","10","10.00","0","0.00","10","10.00","0.91","1","2","0.1818","100.00","50.00","","","","","","","2001-07-05","17.19","17.49","WSR","6'00","L","2019","","","","pick224.com/images/44988_jordan-frasca2018.png"
"WHL","Chris Douglas","43683/chris-douglas","F","2018","DY","72","0.1528","0.0278","0.1806","7","4","3","11","2","0","0","2","","","","","","","0.00","","","","84.62","69.23","","","","","","","2000-07-06","18.19","18.49","RD","6'00","R","2018","","","",""
"OHL","Keean Washkurak","45103/keean-washkurak","F","2018","DY-1","61","0.1639","0.0164","0.1803","5","5","3","10","1","0","1","1","72","6.94","5","20.00","78","7.69","1.28","6","15","0.2459","90.91","54.55","","","","","","","2001-08-16","17.08","17.38","MISS","5'10","L","2019","STL (2019) - #155","STL","STL","pick224.com/images/45103_keean-washkurak2018.png"
"QMJHL","Antoine Girard","40321/antoine-girard","F","2018","DY+1","50","0.1800","0.0000","0.1800","4","5","5","9","0","0","0","0","74","5.41","1","0.00","79","5.06","1.58","4","15","0.3000","100.00","44.44","","","","","","","1998-09-22","19.98","20.28","BAC","5'10","L","2017","","","","pick224.com/images/40321_antoine-girard2018.png"
"QMJHL","Vincent Marleau","41909/vincent-marleau","F","2018","DY+1","67","0.1642","0.0149","0.1791","5","6","6","11","1","0","0","1","65","7.69","13","7.69","82","7.32","1.22","6","18","0.2687","91.67","50.00","","","","","","","1999-07-05","19.19","19.49","ROU","6'02","L","2017","","","","pick224.com/images/41909_vincent-marleau2018.png"
"WHL","Matthew Robertson","44560/matthew-robertson","D","2018","DY-1","67","0.1343","0.0448","0.1791","5","4","6","9","1","2","3","3","","","","","","","0.00","","","","75.00","50.00","","","","","","","2001-03-09","17.52","17.81","EDM","6'03","L","2019","NYR (2019) - #49","NYR","NYR",""
"OHL","Kyle Langdon","40200/kyle-langdon","F","2018","DY+2","56","0.1786","0.0000","0.1786","3","7","0","10","0","0","0","0","63","4.76","0","0.00","69","4.35","1.23","3","12","0.2143","100.00","30.00","","","","","","","1998-08-26","20.05","20.35","NIAG","6'00","R","2016","","","","pick224.com/images/40200_kyle-langdon2018.png"
"QMJHL","Etienne Verrette","40619/etienne-verrette","D","2018","DY+1","56","0.1607","0.0179","0.1786","1","8","8","9","0","1","1","1","39","2.56","10","0.00","50","2.00","0.89","1","19","0.3393","90.00","10.00","","","","","","","1998-12-21","19.73","20.03","QUE","5'09","L","2017","","","","pick224.com/images/40619_etienne-verrette2018.png"
"OHL","Kyle Bollers","41163/kyle-bollers","F","2018","DY+1","56","0.1786","0.0000","0.1786","7","3","6","10","0","0","0","0","75","9.33","2","0.00","84","9.52","1.50","8","18","0.3214","100.00","70.00","","","","","","","1999-03-12","19.51","19.80","SAG","5'11","L","2017","","","","pick224.com/images/41163_kyle-bollers2018.png"
"QMJHL","Patrick Kyte","41281/patrick-kyte","D","2018","DY+1","56","0.1429","0.0357","0.1786","5","3","4","8","0","2","1","2","41","12.20","1","0.00","45","11.11","0.80","5","15","0.2679","80.00","50.00","","","","","","","1999-03-29","19.46","19.76","HAL","5'08","L","2017","","","","pick224.com/images/41281_patrick-kyte2018.png"
"OHL","Billy Constantinou","44632/billy-constantinou","D","2018","DY-1","45","0.1778","0.0000","0.1778","3","5","4","8","0","0","0","0","40","7.50","2","0.00","42","7.14","0.93","3","12","0.2667","100.00","37.50","","","","","","","2001-03-25","17.47","17.77","NIAG","5'11","R","2019","","","","pick224.com/images/44632_billy-constantinou2018.png"
"WHL","Kaeden Taphorn","42597/kaeden-taphorn","F","2018","DY","62","0.1774","0.0000","0.1774","5","6","1","11","0","0","0","0","","","","","","","0.00","","","","100.00","45.45","","","","","","","2000-01-03","18.70","18.99","KTN","6'01","L","2018","","","",""
"OHL","Nolan Hutcheson","43631/nolan-hutcheson","F","2018","DY","62","0.1774","0.0000","0.1774","7","4","4","11","0","0","1","0","100","7.00","6","0.00","110","7.27","1.77","8","17","0.2742","100.00","63.64","","","","","","","2000-06-26","18.22","18.51","SBY","6'04","L","2018","","","","pick224.com/images/43631_nolan-hutcheson2018.png"
"QMJHL","Matthew Green","38718/matt-green","F","2018","DY+2","34","0.1471","0.0294","0.1765","3","2","3","5","1","0","0","1","49","6.12","1","100.00","55","9.09","1.62","5","10","0.2941","83.33","66.67","","","","","","","1998-01-12","20.68","20.97","SNB","5'11","L","2016","","","","pick224.com/images/38718_matt-green2018.png"
"WHL","Kole Gable","40034/kole-gable","F","2018","DY+2","68","0.1471","0.0294","0.1765","4","6","3","10","2","0","1","2","","","","","","","0.00","","","","83.33","50.00","","","","","","","1998-07-18","20.16","20.45","SC","5'10","L","2016","","","",""
"QMJHL","Vincent Milot-Ouellet","40491/vincent-milot-ouellet","F","2018","DY+1","68","0.1471","0.0294","0.1765","5","5","6","10","1","1","0","2","81","6.17","7","14.29","90","6.67","1.32","6","18","0.2647","83.33","50.00","","","","","","","1998-11-06","19.86","20.15","CHI","5'09","R","2017","","","","pick224.com/images/40491_vincent-milot-ouellet2018.png"
"WHL","Logan Christensen","40727/logan-christensen","F","2018","DY+1","51","0.1373","0.0392","0.1765","4","3","3","7","1","1","0","2","","","","","","","0.00","","","","77.78","55.56","","","","","","","1999-01-12","19.68","19.97","SAS","5'10","L","2017","","","",""
"OHL","Drew Hunter","40913/drew-hunter","D","2018","DY+1","51","0.1569","0.0196","0.1765","4","4","1","8","0","1","0","1","57","7.02","4","0.00","62","6.45","1.22","4","10","0.1961","88.89","44.44","","","","","","","1999-02-06","19.61","19.90","NIAG","6'02","L","2017","","","","pick224.com/images/40913_drew-hunter2018.png"
"QMJHL","Christopher Benoit","41698/christopher-benoit","F","2018","DY+1","68","0.1765","0.0000","0.1765","7","5","4","12","0","0","0","0","78","8.97","4","0.00","83","8.43","1.22","7","16","0.2353","100.00","58.33","","","","","","","1999-05-31","19.29","19.58","BAC","5'10","L","2017","","","","pick224.com/images/41698_christopher-benoit2018.png"
"QMJHL","Simon Dubois-Tiberghen","43064/simon-dubois-tiberghen","D","2018","DY","51","0.1765","0.0000","0.1765","3","6","1","9","0","0","0","0","29","10.34","0","0.00","30","10.00","0.59","3","10","0.1961","100.00","33.33","","","","","","","2000-03-16","18.50","18.79","SHA","5'11","L","2018","","","","pick224.com/images/43064_simon-dubois-tiberghen2018.png"
"OHL","Ondrej Machala","40720/ondrej-machala","F","2018","DY+1","17","0.1176","0.0588","0.1764","1","1","1","2","0","1","0","1","26","3.85","2","0.00","33","3.03","1.94","1","4","0.2353","66.67","33.33","","","","","","","1999-01-11","19.68","19.97","NIAG","6'00","L","2017","","","","pick224.com/images/40720_ondrej-machala2018.png"
"WHL","Jonny Hooker","45203/jonny-hooker","F","2018","DY-2","40","0.1750","0.0000","0.1750","3","4","1","7","0","0","0","0","","","","","","","0.00","","","","100.00","42.86","","","","","","","2001-10-03","16.95","17.24","BDN","5'11","L","2020","","","",""
"OHL","Jacob Paquette","41675/jacob-paquette","D","2018","DY+1","63","0.1429","0.0317","0.1746","3","6","2","9","1","1","1","2","52","5.77","4","25.00","59","6.78","0.94","4","15","0.2381","81.82","36.36","","","","","","","1999-05-26","19.30","19.60","KGN","6'03","L","2017","NSH (2017) - #216","NSH","","pick224.com/images/41675_jacob-paquette2018.png"
"QMJHL","Stephen Templeton","36778/stephen-templeton","D","2018","DY+3","29","0.1724","0.0000","0.1724","1","4","1","5","0","0","1","0","24","4.17","2","0.00","27","3.70","0.93","1","7","0.2414","100.00","20.00","","","","","","","1997-01-26","21.64","21.93","CHI","6'02","L","2015","","","","pick224.com/images/36778_stephen-templeton2018.png"
"OHL","Maximilian Kislinger","38943/maximilian-kislinger","F","2018","DY+2","58","0.1724","0.0000","0.1724","6","4","4","10","0","0","1","0","75","8.00","3","0.00","85","9.41","1.47","8","17","0.2931","100.00","60.00","","","","","","","1998-02-11","20.59","20.89","FLNT","6'02","R","2016","","","","pick224.com/images/38943_maximilian-kislinger2018.png"
"OHL","Nick Isaacson","42094/nick-isaacson","F","2018","DY+1","29","0.1724","0.0000","0.1724","3","2","1","5","0","0","1","0","42","7.14","0","0.00","47","6.38","1.62","3","7","0.2414","100.00","60.00","","","","","","","1999-08-11","19.09","19.39","PBO","6'02","L","2017","","","","pick224.com/images/42094_nick-isaacson2018.png"
"OHL","Keaton Middleton","38940/keaton-middleton","D","2018","DY+2","64","0.0938","0.0781","0.1719","2","4","6","6","2","3","6","5","89","2.25","37","5.41","126","3.17","1.97","4","24","0.3750","54.55","36.36","","","","","","","1998-02-10","20.60","20.89","SAG","6'05","L","2016","TOR (2016) - #101","TOR","","pick224.com/images/38940_keaton-middleton2018.png"
"QMJHL","Jacob Hudson","44196/jacob-hudson","F","2018","DY-1","64","0.1719","0.0000","0.1719","5","6","2","11","0","0","0","0","44","11.36","3","0.00","52","15.38","0.81","8","16","0.2500","100.00","45.45","","","","","","","2000-12-02","17.79","18.08","MON","5'08","R","2019","","","","pick224.com/images/44196_jacob-hudson2018.png"
"OHL","Zach Shankar","36787/zach-shankar","D","2018","DY+3","53","0.1698","0.0000","0.1698","2","7","8","9","0","0","0","0","53","3.77","3","0.00","60","3.33","1.13","2","17","0.3208","100.00","22.22","","","","","","","1997-01-28","21.63","21.93","WSR/NIAG","6'01","L","2015","","","","pick224.com/images/36787_zach-shankar2018.png"
"QMJHL","William Poirier","42449/william-poirier","F","2018","DY","65","0.1385","0.0308","0.1693","6","3","5","9","1","1","0","2","96","6.25","3","33.33","107","8.41","1.65","9","20","0.3077","81.82","63.64","","","","","","","1999-11-13","18.84","19.13","SNB","6'00","L","2018","","","","pick224.com/images/42449_william-poirier2018.png"
"OHL","Giovanni Vallati","42918/giovanni-vallati","D","2018","DY","65","0.1231","0.0462","0.1693","2","6","12","8","1","2","3","3","52","3.85","4","25.00","56","5.36","0.86","3","26","0.4000","72.73","27.27","","","","","","","2000-02-21","18.57","18.86","KIT","6'01","L","2018","WPG (2018) - #153","WPG","WPG","pick224.com/images/42918_giovanni-vallati2018.png"
"WHL","Dalton Hamaliuk","39245/dalton-hamaliuk","D","2018","DY+2","71","0.1690","0.0000","0.1690","4","8","3","12","0","0","0","0","","","","","","","0.00","","","","100.00","33.33","","","","","","","1998-03-21","20.48","20.78","SPO","6'02","L","2016","","","",""
"WHL","Josh Anderson (98)","40219/josh-anderson","D","2018","DY+2","54","0.1296","0.0370","0.1667","2","5","5","7","1","1","0","2","","","","","","","0.00","","","","77.78","33.33","","","","","","","1998-08-29","20.04","20.34","SC/PG","6'02","L","2016","COL (2016) - #71","COL","COL",""
"QMJHL","Derek Dicaire","42125/derek-dicaire","F","2018","DY+1","24","0.1667","0.0000","0.1667","1","3","3","4","0","0","0","0","18","5.56","2","0.00","22","4.55","0.92","1","7","0.2917","100.00","25.00","","","","","","","1999-08-18","19.08","19.37","BAC","5'07","L","2017","","","","pick224.com/images/42125_derek-dicaire2018.png"
"WHL","Wyatte Wylie","42417/wyatte-wylie","D","2018","DY","72","0.0972","0.0694","0.1667","3","4","7","7","2","3","7","5","","","","","","","0.00","","","","58.33","41.67","","","","","","","1999-11-02","18.87","19.16","EVT","6'00","R","2018","PHI (2018) - #127","PHI","PHI",""
"QMJHL","Michal Ivan","42471/michal-ivan","D","2018","DY","48","0.1667","0.0000","0.1667","3","5","5","8","0","0","3","0","33","9.09","2","0.00","40","7.50","0.83","3","17","0.3542","100.00","37.50","","","","","","","1999-11-18","18.83","19.12","BAT","6'01","L","2018","","","","pick224.com/images/42471_michal-ivan2018.png"
"QMJHL","Edouard Ouellet","42668/edouard-ouellet","F","2018","DY","54","0.1667","0.0000","0.1667","5","4","4","9","0","0","0","0","48","10.42","3","0.00","51","9.80","0.94","5","13","0.2407","100.00","55.56","","","","","","","2000-01-14","18.67","18.96","VIC","5'09","-","2018","","","","pick224.com/images/42668_edouard-ouellet2018.png"
"WHL","Ben Coppinger","43187/ben-coppinger","F","2018","DY","18","0.1667","0.0000","0.1667","0","3","1","3","0","0","0","0","","","","","","","0.00","","","","100.00","0.00","","","","","","","2000-04-03","18.45","18.74","PG","5'10","L","2018","","","",""
"OHL","Richard Whittaker","43228/richard-whittaker","F","2018","DY","54","0.1667","0.0000","0.1667","5","4","4","9","0","0","0","0","45","11.11","2","0.00","47","10.64","0.87","5","13","0.2407","100.00","55.56","","","","","","","2000-04-08","18.44","18.73","LDN","5'11","L","2018","","","","pick224.com/images/43228_richard-whittaker2018.png"
"OHL","Christopher Playfair","43506/christopher-playfair","F","2018","DY","66","0.1667","0.0000","0.1667","4","7","5","11","0","0","0","0","60","6.67","0","0.00","64","7.81","0.97","5","17","0.2576","100.00","36.36","","","","","","","2000-05-31","18.29","18.58","WSR","6'01","L","2018","","","","pick224.com/images/43506_christopher-playfair2018.png"
